,Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
408,10/03/2015,490,496.9,487.8,494.7,493.9,162061,800.39
409,9/03/2015,494,494.9,485.05,493.95,492.45,241626,1179.92
410,5/03/2015,493,495.65,485.1,491,492.65,69111,339.38
411,4/03/2015,491.55,496.5,487.15,490.9,488.25,435501,2128.67
412,3/03/2015,504,505,487.05,487.35,489.55,404341,1988.81
413,2/03/2015,500.1,507.65,490,499.2,498.6,244582,1218.67
414,28/02/2015,505.8,511.2,495,499,497.65,137219,686.73
415,27/02/2015,475.9,513.5,473.9,498,502.8,471347,2337.27
416,26/02/2015,480.9,481.95,469.1,473.25,473.8,240440,1137.91
417,25/02/2015,472.5,484,472.05,478.05,479,455523,2181.75
418,24/02/2015,489,490.5,468.4,470.5,470.25,543589,2575.46
419,23/02/2015,500,500,485.2,487.8,487.3,194121,952.37
420,20/02/2015,499,502.9,493,494.3,494.4,220134,1092.32
421,19/02/2015,503.3,506,494.15,497,497.3,161816,806.24
422,18/02/2015,501.8,506.5,494.4,500.95,501.1,261958,1314.47
423,16/02/2015,505,513.9,495,495,499,379163,1909.42
424,13/02/2015,521,525.9,495.1,504,500.2,895268,4542.81
425,12/02/2015,534.65,536,528,531.95,531.65,189407,1006.99
426,11/02/2015,532,536.4,529.1,530.3,530.95,116276,618.56
427,10/02/2015,540,546.45,527,531.45,530.85,326785,1759.67
428,9/02/2015,545,553.75,530,540,543,608323,3332.38
429,6/02/2015,536.5,552.9,536.5,545.35,547,358329,1962.28
430,5/02/2015,548.85,549,538.25,540.5,540.05,877473,4742.75
431,4/02/2015,541,550.45,536.4,545.5,548.75,485793,2644.4
432,3/02/2015,539.8,541,526.25,531.5,531.35,923694,4910.35
433,2/02/2015,536.2,540.9,530.25,534,533.25,201704,1077.25
434,30/01/2015,554,556.9,530.65,533.1,534.5,254028,1374.33
435,29/01/2015,561,563.85,548.5,550.6,551.35,164608,912.43
436,28/01/2015,546,563.1,545.1,561,562.1,358908,1996.6
437,27/01/2015,553.2,558.4,540,540.15,543.65,364936,2014.87
438,23/01/2015,548,555,545.2,551.15,553.2,227282,1251.83
439,22/01/2015,535.25,546.2,535.25,544,544.15,183269,994
440,21/01/2015,535.25,539.35,532,535.95,535.7,162187,867.14
441,20/01/2015,538,540,532.5,539,537.15,240329,1289.07
442,19/01/2015,526,538.9,526,530.9,531.75,303792,1621.07
443,16/01/2015,530.5,541,522.3,529.8,527,490977,2600.68
444,15/01/2015,537,539.8,530,533.5,532.15,354068,1888.64
445,14/01/2015,540.85,542,527,531,529.8,837462,4433.95
446,13/01/2015,545.6,548.1,534,535,535.2,1053659,5671.38
447,12/01/2015,568,568,550,550,550.85,352516,1951.18
448,9/01/2015,552,592,543,564,565.2,1064804,6093.92
449,8/01/2015,535,553.9,535,552,550.3,160393,875.78
450,7/01/2015,536,542,530,533.05,532.8,665107,3532.46
451,6/01/2015,559.85,561,532.55,538.05,535.2,487150,2654.01
452,5/01/2015,575,579.9,560.6,561,563.85,253908,1454.87
453,2/01/2015,580,586,576.75,578.05,578.95,111679,649.11
454,1/01/2015,572.25,579,572,575.6,576.55,65015,374.15
455,31/12/2014,565,579,565,578.9,576.4,212525,1220.73
456,30/12/2014,569,573,565,568,567.25,147968,839.75
457,29/12/2014,566,570,564.45,567,567.2,202858,1151.36
458,26/12/2014,570.65,572,561.35,571,569.9,144347,820.32
459,24/12/2014,569.95,577,564.5,573,570.65,363052,2068.13
460,23/12/2014,567.75,574.25,564.1,569.95,569.7,108542,617.91
461,22/12/2014,562.65,577.8,558.65,563.25,566.2,148061,837.43
462,19/12/2014,565,568.5,552.1,562.05,564.45,383851,2141.73
463,18/12/2014,550,567.9,547.5,561,561.8,260776,1458.49
464,17/12/2014,539.95,549.55,533,546,545.45,453321,2452.46
465,16/12/2014,530,546.95,525,539.05,540.2,301658,1625.13
466,15/12/2014,544.9,544.9,525.4,536.3,535.1,166171,886.46
467,12/12/2014,566.15,569.8,543.7,547.5,547.05,284906,1564.05
468,11/12/2014,569.45,571.9,564.5,566,565.95,264650,1497.1
469,10/12/2014,571.35,575.2,567,571.5,571.95,336734,1923.08
470,9/12/2014,575,578.15,570,574,573.05,378110,2168.56
471,8/12/2014,575.35,584.25,574.4,576.1,577.7,178334,1028.64
472,5/12/2014,591.95,592,575.15,576.1,576.75,167358,975.81
473,4/12/2014,587.2,594.35,585,586.35,589,147055,866.7
474,3/12/2014,580,592.4,579.05,588.35,585.35,402268,2356.55
475,2/12/2014,576,586.9,571,579,578.15,706697,4099.99
476,1/12/2014,591,596.85,568.9,572.85,570.95,721863,4163.78
477,28/11/2014,610,613.6,587,593.9,592.1,442595,2667.24
478,27/11/2014,616.8,627.7,603,605,608.7,345831,2143.2
479,26/11/2014,600,622.95,597.05,617.6,616.8,336560,2059.45
480,25/11/2014,595,606.7,590.15,600,600.15,450463,2699.65
481,24/11/2014,590.05,597.5,586,596.95,596.65,172249,1024.1
482,21/11/2014,579.65,593.4,575.25,592.5,589.85,262723,1533.18
483,20/11/2014,581.8,585,571.2,575.65,579.65,293972,1694.68
484,19/11/2014,588,596,577.55,581.5,580.55,309160,1810.68
485,18/11/2014,595.95,598.7,585,588,588.3,171372,1010.78
486,17/11/2014,592,596,585,592,593.05,236610,1398.93
487,14/11/2014,583,597.7,580,592,592.6,492911,2907.8
488,13/11/2014,594.1,597,573.95,582,582.75,1049663,6097.47
489,12/11/2014,610,618.65,590.25,596.2,597.5,682008,4075.94
490,11/11/2014,608.7,618,606.3,612.5,610.3,282168,1724.96
491,10/11/2014,607,611,602,603.45,607.9,347403,2113.27
492,7/11/2014,620,620.25,600,606.65,603.6,286432,1746.41
493,5/11/2014,631.4,637.9,618.1,618.5,621.7,944270,5884.33
494,3/11/2014,632,639.9,623.6,634.9,633.2,304447,1932.37
495,31/10/2014,618,640,616.4,636,635.75,520684,3287.23
496,30/10/2014,613,620.95,607.4,615.1,616.05,457534,2824.24
497,29/10/2014,601,614.5,600.5,613.2,610.4,230230,1398.22
498,28/10/2014,595.15,603.5,595.15,599.05,599.2,483314,2901.69
499,27/10/2014,595,600.4,592,597.9,598.5,207976,1240.68
500,23/10/2014,589.4,598,589.4,593.5,594.15,64425,382.47
501,22/10/2014,593,593,581,586,585.75,401134,2354.4
502,21/10/2014,589.7,591.8,571,587.35,587.2,484822,2809.92
503,20/10/2014,603.25,606,580.85,584.1,583.95,681840,4019.33
504,17/10/2014,570,578.3,560.65,578,575,286367,1637.6
505,16/10/2014,583.35,587.7,561.05,567,567.9,565655,3256.76
506,14/10/2014,597.05,602.95,581,582,583.35,240550,1416.52
507,13/10/2014,600.15,601,590.1,593.5,594.8,179220,1063.62
508,10/10/2014,612,612.95,598.25,601.3,600.15,110935,671.68
509,9/10/2014,602,618.45,597.15,616.25,612.95,312129,1905.91
510,8/10/2014,590,599.95,590,599.95,595.4,706413,4201.96
511,7/10/2014,594,602.85,591.1,593,592.9,459157,2732.15
512,1/10/2014,603.1,608.9,590.4,591,592.15,250356,1491.89
513,30/09/2014,602.05,612.65,601.1,609,608.6,327453,1988.62
514,29/09/2014,615.7,615.7,602.5,605.35,604.1,192976,1165.88
515,26/09/2014,600.35,614,596.25,612.65,610,144097,873.35
516,25/09/2014,607.1,610,598.95,605,607.15,173357,1049.32
517,24/09/2014,605.9,618,602,609.4,609.55,174403,1063.21
518,23/09/2014,618.8,621.9,601,604.15,604.15,175856,1073.79
519,22/09/2014,611,619.5,598.65,616,616.15,356590,2169.67
520,19/09/2014,627.3,639.9,605,607.75,610.35,757231,4693.86
521,18/09/2014,644.85,644.85,626.05,628,627.95,261667,1649.6
522,17/09/2014,633,636,625,632,631.85,346852,2189.98
523,16/09/2014,646.7,651.8,624,633,630.15,692300,4392.97
524,15/09/2014,639.1,651.3,630.9,647.05,646.7,608589,3898.76
525,12/09/2014,643.95,643.95,632,635.95,637.45,259714,1654.24
526,11/09/2014,641.9,646.9,626.65,638,638.15,404177,2578.36
527,10/09/2014,661,661,636.55,642.7,639.3,181649,1176.07
528,9/09/2014,669.95,669.95,647.3,662,659.7,507711,3340.53
529,8/09/2014,650,667,650,661,661.2,875582,5776.11
530,5/09/2014,631,646.2,630,643,644.4,382301,2446.25
531,4/09/2014,625,638.8,623.65,633,630.95,396264,2502.76
532,3/09/2014,621,646.6,620.6,622.75,623.2,610723,3856.79
533,2/09/2014,620.35,629.5,619.85,620,620.95,877109,5463.42
534,1/09/2014,616.95,624.5,615,622,620.3,628883,3899.64
535,28/08/2014,611,617.2,606.05,614,615.4,776488,4763.92
536,27/08/2014,600,608.9,599.9,606,606,1757870,10642.88
537,26/08/2014,593.8,604,583.5,590.2,589.75,163965,971.44
538,25/08/2014,604.8,607,587.35,595.3,594.85,215934,1297.97
539,22/08/2014,608,610,595.1,597,598.1,201516,1215.45
540,21/08/2014,602.6,609.4,597,604,607.1,235847,1427.42
541,20/08/2014,603.8,605,595.3,603.5,602.6,180131,1081.88
542,19/08/2014,600,616.65,594.65,599,604.45,1093598,6639.5
543,18/08/2014,584.75,600.8,580,593.9,595.35,610661,3628.36
544,14/08/2014,578.7,582.7,569,581,579.7,266444,1537.34
545,13/08/2014,575.9,581,552.15,571.5,571.95,566266,3214.95
546,12/08/2014,569,577.45,565.1,570,570.05,872516,4990.15
547,11/08/2014,568,570,560.1,567.05,567,105206,594.17
548,8/08/2014,575,575,560,566,565.3,165826,937.52
549,7/08/2014,575.25,583,575.25,578,578,130807,757.74
550,6/08/2014,570,584.9,568.1,578,578.4,122323,709.05
551,5/08/2014,569,574.9,565.95,573.8,572.4,99439,568.25
552,4/08/2014,565,575,562,569,569.45,385814,2196.8
553,1/08/2014,560,568.15,560,565.5,565.15,238823,1349.33
554,31/07/2014,566.7,570.95,562,565.5,565,833083,4695.93
555,30/07/2014,579.55,581.8,564.1,568,566.65,858022,4866.55
556,28/07/2014,577,583.15,574.55,578.15,575.4,354557,2044.29
557,25/07/2014,581,584.5,574.2,582,582.5,268673,1557.63
558,24/07/2014,584.95,584.95,576.45,580.8,580.05,345803,2002.26
559,23/07/2014,582.3,584.5,574.3,579,579.9,166905,964.93
560,22/07/2014,579.4,583.75,572,579,581.3,171937,993.77
561,21/07/2014,575.05,579.5,572,578,576.65,220270,1267.15
562,18/07/2014,577.95,580.95,571,575,573.95,239847,1377.06
563,17/07/2014,579.8,584.75,573.15,578.05,578.9,198773,1150.43
564,16/07/2014,588.5,589.5,576.15,580.5,579.55,222160,1293.31
565,15/07/2014,573.05,584.9,573.05,584.9,580.95,256944,1490.98
566,14/07/2014,574.7,575.05,560.05,572.05,572.2,153277,874.18
567,11/07/2014,582,586.8,570.1,571.2,571.75,610452,3506.37
568,10/07/2014,570.2,591,570.2,583,582.15,758174,4410.42
569,9/07/2014,573.5,583,570.5,574.05,573.65,301488,1738.57
570,8/07/2014,585,588,568.1,571,571.2,275812,1594.28
571,7/07/2014,588.95,588.95,575.75,586.45,581.4,386151,2241.27
572,4/07/2014,589,593.3,578.55,582.85,583.35,260352,1526.11
573,3/07/2014,594.5,594.75,587.5,590.1,590.6,326205,1926.53
574,2/07/2014,593,596.85,582,590,588.8,368134,2170.87
575,1/07/2014,592.5,594.5,585,592,591.3,414430,2447.84
576,30/06/2014,575.6,589.7,575.6,585.1,587.65,407855,2382.74
577,27/06/2014,570.05,582.5,570.05,575.4,574.4,268145,1545
578,26/06/2014,568.6,575,558,571.5,571.35,714302,4045.54
579,25/06/2014,600,603,585.1,586.45,587.9,398770,2371.31
580,24/06/2014,592,601.85,586,595.5,597.6,678428,4036.4
581,23/06/2014,568.25,592,561.75,583.5,586.15,500551,2895.1
582,20/06/2014,572.6,576,565,569,567.9,592481,3378.56
583,19/06/2014,597,598,556.1,559.8,561.35,1171557,6718.04
584,18/06/2014,610,619.8,591.1,595,595.35,882772,5385.87
585,17/06/2014,597.35,615,588.15,607,603.3,751762,4556.12
586,16/06/2014,585.1,604.65,567.1,599,597.35,553214,3225.01
587,13/06/2014,605.25,612,579.35,587.8,588.9,525901,3121.07
588,12/06/2014,594,612.65,593.25,609,609.8,968954,5873.45
589,11/06/2014,595,612.95,591,593.1,595.55,619116,3707.14
590,10/06/2014,611,615,593.1,594,594.6,403464,2415.73
591,9/06/2014,610.2,621.1,605,609.15,609.05,863693,5282.63
592,6/06/2014,579,610.4,579,596.5,595.95,1667411,9962
593,5/06/2014,560.2,580,558.2,576.3,573.45,741271,4209.46
594,4/06/2014,570.05,580,560.2,562,562.1,255445,1452.58
595,3/06/2014,574.2,583.7,568,569.9,572.55,294544,1695.4
596,2/06/2014,574.9,579,561.5,575.3,574.2,376021,2154.66
597,30/05/2014,556.3,574.5,555.1,569.1,570.05,657921,3744.78
598,29/05/2014,567.8,569.65,552.3,560,556,345073,1928.34
599,28/05/2014,564.9,571,558.7,569.95,568,415741,2349.05
600,27/05/2014,607.5,607.8,571.3,574.4,579,245746,1440.66
601,26/05/2014,606.5,626,600,603.1,607.8,584090,3586.9
602,23/05/2014,629,629,605.15,618,615.25,279992,1721.72
603,22/05/2014,616,633.8,615,619,618.9,628958,3924.04
604,21/05/2014,598,617.15,585,614.9,606.75,397388,2370.86
605,20/05/2014,611.65,614.7,590.05,597.9,599.45,368696,2208.41
606,19/05/2014,570,614,570,606.8,604.15,1046672,6244.74
607,16/05/2014,555,575.05,542.3,568,567.05,797235,4489.84
608,15/05/2014,550,560,541.5,550,548.7,346694,1902.54
609,14/05/2014,532,554.35,532,550.4,550.85,300457,1632.17
610,13/05/2014,514.5,544,514.5,535,537.2,816877,4367
611,12/05/2014,495.1,514,495.05,506.7,510.9,750441,3806.56
612,9/05/2014,489.9,495.15,485.1,494,494.15,436317,2149.15
613,8/05/2014,491.95,492.9,485.55,486.45,487.9,143793,703.53
614,7/05/2014,485.2,490.25,483.25,488.75,487.2,268837,1313.56
615,6/05/2014,481.3,487.3,481.3,483,485.1,127801,619.9
616,5/05/2014,479,488.45,475.2,484.45,482.45,227296,1099.95
617,2/05/2014,475.15,485.4,475.15,482.5,482.5,269769,1302.69
618,30/04/2014,485.5,491.35,471,480.7,477.25,543226,2608.76
619,29/04/2014,495,498.65,485,486,487.5,113558,557.22
620,28/04/2014,494.75,501.2,491.15,493,493.1,311503,1542.72
621,25/04/2014,492,504,491.15,495.9,494.75,298260,1478.46
622,23/04/2014,496.9,503.65,490.6,495,493.45,740598,3686.18
623,22/04/2014,484,497.95,480.5,494.4,493.45,633058,3117.02
624,21/04/2014,481.9,485.45,479.1,484,481.95,508322,2445.6
625,17/04/2014,477,480,472,476.15,477.7,437373,2080.24
626,16/04/2014,479.1,482.8,474,475,475.05,262592,1252.34
627,15/04/2014,482.3,485,477.5,482,481.85,504214,2418.29
628,11/04/2014,481.25,488.4,480.1,483,483.55,558524,2702.28
629,10/04/2014,485.35,494.35,479,484,484.15,785855,3797.21
630,9/04/2014,485.05,494,483.15,488,489.4,440116,2146.24
631,7/04/2014,483.15,489.9,476,483.25,483.65,298273,1434.85
632,4/04/2014,490,490.55,471,488,483.15,2121130,10128.13
633,3/04/2014,492,494.7,484.15,490,490.45,337217,1654.98
634,2/04/2014,494.75,500,489.8,492,491,244759,1206.26
635,1/04/2014,484.4,495,476,493,492.2,346922,1690.71
636,31/03/2014,479.95,488.5,479.5,481,484.05,311373,1510.21
637,28/03/2014,476.3,485.5,476.3,479,479.55,215477,1036.81
638,27/03/2014,483,484.9,466.35,477,476.85,340542,1625.3
639,26/03/2014,463.25,483,463.25,480,482.25,348189,1651.52
640,25/03/2014,476,479,468.35,472.5,471.6,504616,2375.79
641,24/03/2014,485.95,485.95,479.05,482.5,482.2,352275,1693.81
642,22/03/2014,482.6,485.95,479.1,480.5,480.55,27352,131.58
643,21/03/2014,480,484.5,475,478.7,477.7,497708,2378.05
644,20/03/2014,481.55,489.8,476.2,477.65,480.3,196668,948.83
645,19/03/2014,490.5,495,485,486.5,487,283256,1386.89
646,18/03/2014,480.1,494,474.75,491.45,488.3,331269,1617.81
647,14/03/2014,480.05,484.8,472.6,476.7,480.15,213977,1025.79
648,13/03/2014,469.8,488,469.8,483,480.2,663339,3193.71
649,12/03/2014,473.1,474.95,465.6,468.95,467.75,198938,934.17
650,11/03/2014,482.25,491,472.05,473.4,475.45,311447,1499.61
651,10/03/2014,486.5,493.8,476.4,487,489.45,436480,2125.05
652,7/03/2014,474.05,492,474.05,488.5,486.75,424570,2052.2
653,6/03/2014,468.2,481,464.75,475,476.4,235632,1122.38
654,5/03/2014,457,473.5,456.2,470.5,472,460003,2140.17
655,4/03/2014,453,459,445,455.9,456.15,127667,581.77
656,3/03/2014,453.5,460.05,450.1,450.3,451.3,90347,410.08
657,28/02/2014,440,460,440,457.6,455.55,565074,2544.66
658,26/02/2014,446.2,450.95,440,440.65,440.6,179055,794.24
659,25/02/2014,445.1,451.75,445.1,446.6,447.2,86858,389.38
660,24/02/2014,443,449.5,443,446.5,446.3,81197,362.33
661,21/02/2014,447.9,448.65,442.95,445.5,446.8,95791,427.32
662,20/02/2014,454.95,454.95,441.1,442.4,443.85,109475,488.16
663,19/02/2014,450,457.7,448,457,455.4,74917,339.56
664,18/02/2014,448.05,454,445.1,449.4,447.25,128581,577.33
665,17/02/2014,459.45,459.9,446.15,448.7,448.1,114881,518.05
666,14/02/2014,462.5,463.2,454.35,455.6,457.05,518102,2374.15
667,13/02/2014,462.85,463.85,449,452,456.2,259328,1188.63
668,12/02/2014,458.95,462.9,452,461,460.25,1264267,5816.04
669,11/02/2014,449.15,458.6,449.15,456.5,456.4,217634,985.52
670,10/02/2014,448.7,454.3,446.3,452.6,452.4,131091,593.25
671,7/02/2014,445.8,452,444,448,449.7,117211,525.62
672,6/02/2014,438,449.4,438,449.1,445.8,472260,2094.61
673,5/02/2014,446,453.5,439,440.3,440.3,259709,1153.85
674,4/02/2014,455,458.9,445.15,445.75,447.75,216495,974.7
675,3/02/2014,463,464,455.25,458.05,459.9,284147,1306.53
676,31/01/2014,461,477.8,461,474.05,474.2,273751,1292.52
677,30/01/2014,461,463.65,455.4,460,460.9,214713,985.9
678,29/01/2014,456,467.45,453.1,464,465.4,511426,2347.51
679,28/01/2014,455.5,464.4,450.05,453,451.75,391457,1794.35
680,27/01/2014,470,471,451,454.9,456.6,235840,1085.33
681,24/01/2014,482.5,482.5,470.05,470.05,471.15,166678,791.93
682,23/01/2014,479.65,484,476,480,480.9,161326,775.82
683,22/01/2014,477.55,483.8,477.55,480,479.15,393329,1888.23
684,21/01/2014,476,483,475.25,477,477.55,123864,592.67
685,20/01/2014,466.25,480.4,466.25,474,474.8,528658,2528.16
686,17/01/2014,473.05,477,465,473,472.75,317217,1504.16
687,16/01/2014,479.95,481.6,474,475.9,476.05,837488,4015.8
688,15/01/2014,486.8,486.8,475.35,478.8,479.95,388767,1866.25
689,14/01/2014,480.8,487.8,474.4,482.1,483.1,126319,607.15
690,13/01/2014,469,483.75,469,483,482.25,378782,1819.37
691,10/01/2014,465,469,462.5,465.8,465.25,225442,1049.73
692,9/01/2014,465,470,461.1,466,466.45,266374,1240.62
693,8/01/2014,468.4,469.45,462,463.5,464.05,196100,914.37
694,7/01/2014,477.95,478.7,462.4,464.4,464.8,186718,875.38
695,6/01/2014,471.95,484.9,466,482,476.45,173483,822.72
696,3/01/2014,465,475,463.1,473,471.35,166301,780.08
697,2/01/2014,483.05,488.75,459.1,463,462.75,218029,1023.58
698,1/01/2014,484.35,491,480.35,482.1,483.15,155793,758.14
699,31/12/2013,484.05,492,475.1,488.2,488.35,359499,1741.57
700,30/12/2013,486.1,491.5,473.5,491.5,484.4,208496,1002.93
701,27/12/2013,478.95,487,476.4,484.2,485.75,262130,1268.24
702,26/12/2013,473,481,473,476,476.75,152829,729.07
703,24/12/2013,477,477.95,470.2,472.1,474.2,304979,1447.18
704,23/12/2013,470,479.9,470,478.5,477.85,233770,1116.53
705,20/12/2013,466,474.4,461,470.2,470.5,528725,2469.34
706,19/12/2013,464,469.3,455.5,458,458.35,209286,963.04
707,18/12/2013,457,466.25,455.1,465.3,461.7,368689,1697.18
708,17/12/2013,454.6,461.5,452.7,458.95,458.1,320591,1465.92
709,16/12/2013,457,458.45,450.2,453.25,453.05,528962,2396.05
710,13/12/2013,462,464.9,455,455.9,455.95,531491,2442.11
711,12/12/2013,462,470.65,458.5,461,460.05,622936,2903.94
712,11/12/2013,469.1,474.5,462.2,463.6,463.25,398041,1849.26
713,10/12/2013,472,479.85,472,474.3,473.9,115535,548.22
714,9/12/2013,466.25,483.5,466.25,479.95,480.95,476841,2279.75
715,6/12/2013,461.9,468,460.25,462,462.05,207715,960.85
716,5/12/2013,473.3,475,461,461.7,461.9,313943,1462.7
717,4/12/2013,473,479,470.1,470.35,472.45,405225,1921.7
718,3/12/2013,468.75,474.4,465,471,469.65,315698,1487.55
719,2/12/2013,480,483,463.1,463.7,464.75,334541,1569.29
720,29/11/2013,480,487.5,480,483.2,483.15,525217,2539.37
721,28/11/2013,479.6,479.9,475,478.5,479.4,271777,1301.59
722,27/11/2013,461.2,475.5,461.2,473.2,473.2,448652,2118.03
723,26/11/2013,458,465,456.15,461.5,462.95,303389,1401.26
724,25/11/2013,452.2,459.1,452.05,455.7,457.85,318964,1452.49
725,22/11/2013,452,454.95,448.2,450,450,1354405,6099.41
726,21/11/2013,452.25,457.75,449.1,451.2,451,218881,992.94
727,20/11/2013,458,461.55,453.6,454.05,454.8,174654,798.53
728,19/11/2013,461,464.8,460,462,462.15,210079,971.38
729,18/11/2013,463,465,456,460.6,462.05,203533,938.28
730,14/11/2013,460.3,466,458.9,460.9,462.4,309416,1431.09
731,13/11/2013,462.55,464.95,456.35,457.95,458.8,263821,1215.85
732,12/11/2013,457,472.45,456.1,462,461.95,293163,1359.79
733,11/11/2013,457.1,462,454,456,455.75,143521,655.03
734,8/11/2013,465,465,457.5,458.2,459.9,186334,858.35
735,7/11/2013,466,472,461.05,463.05,465.2,362401,1687.35
736,6/11/2013,469.35,474.7,462.65,463.05,464.35,254462,1192.05
737,5/11/2013,475.05,476.9,465.1,467.05,469.35,190319,894.87
738,3/11/2013,479,482.2,475.25,476,477.7,34250,163.85
739,1/11/2013,470.1,481,464.5,480,475.05,318091,1495.83
740,31/10/2013,463,481,456,473,473.85,472301,2221.88
741,30/10/2013,460.2,467.8,453.95,463.5,463.25,301971,1391.67
742,29/10/2013,457,469.3,451.5,464,459.95,258106,1179.18
743,28/10/2013,455,459.7,445.1,457,454.1,173547,785.17
744,25/10/2013,458,460.05,450,454,454.65,272926,1238.47
745,24/10/2013,458,462.95,452,452,453.4,246085,1126.66
746,23/10/2013,463.05,469.5,451.4,456,457.65,469852,2152.3
747,22/10/2013,468.85,473.2,461.15,465.7,466.65,198435,924.12
748,21/10/2013,465,471.9,458.7,468,468.85,114130,531.62
749,18/10/2013,457,465.95,457,465,464.55,185891,857.04
750,17/10/2013,460.5,465,452.5,453.2,454.4,220366,1009.36
751,15/10/2013,464,471.8,456.55,459.3,460.55,407231,1877.01
752,14/10/2013,464.65,467.9,461,464.1,463.95,125129,580.4
753,11/10/2013,465,468.7,457,467.5,463.25,213591,983.1
754,10/10/2013,465.1,468.5,459.2,460.3,462.25,339738,1578.62
755,9/10/2013,462,465.8,456.75,465.5,465.1,101852,472.35
756,8/10/2013,467,471.65,461,463,462.25,208627,964.45
757,7/10/2013,464.9,471.45,450,468,464.4,240571,1098.48
758,4/10/2013,456.95,464,455.55,461.5,461.1,227214,1047.43
759,3/10/2013,448,461,444.15,457.1,458.9,197974,898.93
760,1/10/2013,437.15,449.35,432,449,447.9,308033,1367.86
761,30/09/2013,449.7,457.8,435,435.25,437.4,394564,1742
762,27/09/2013,456.7,462,450.1,452,454.3,345246,1571.16
763,26/09/2013,471,473.7,447.3,453,451.95,537088,2434.72
764,25/09/2013,467.9,473.3,466.1,470.15,470.35,738597,3472.11
765,24/09/2013,481.9,481.9,464.1,466,465.8,314456,1486.22
766,23/09/2013,466.75,487,464,480,480.4,273803,1302.58
767,20/09/2013,493,493,459,472.15,466.5,295333,1393.19
768,19/09/2013,485,499,476,491.1,493.75,457626,2236.7
769,18/09/2013,471.2,481.85,471.2,480,479.7,182343,868.29
770,17/09/2013,467,479.2,460.35,473,475.55,241830,1148.25
771,16/09/2013,483.7,484,458.8,476,467,335598,1593.84
772,13/09/2013,452.5,484,448.15,471.05,470.25,826546,3884.01
773,12/09/2013,458.05,466,446.1,448.7,448.1,211533,959.45
774,11/09/2013,462,485,461,466,466.7,371647,1733.05
775,10/09/2013,450,465,446.1,462.1,460.65,663553,2997.61
776,6/09/2013,437,450,433.3,445.25,445.15,543652,2402.79
777,5/09/2013,430,439.95,430,435,432.6,586678,2539.29
778,4/09/2013,435,435,426.15,429.5,429.45,790295,3396.42
779,3/09/2013,439.9,439.9,427,428.5,429.05,199749,860.41
780,2/09/2013,435.95,441.65,427.2,431,431.45,174437,755.45
781,30/08/2013,417.5,444.9,417.1,429.35,434.65,561799,2407.15
782,29/08/2013,424.45,428.45,416,417,416.45,280568,1176.14
783,28/08/2013,442,442,415.1,417,417.5,256403,1087.38
784,27/08/2013,450.5,450.5,436.1,444,443.25,91697,405.38
785,26/08/2013,454.95,457,448.2,453.9,454.15,67861,307.98
786,23/08/2013,441.1,453.75,438,451.5,451.5,635561,2831.79
787,22/08/2013,435,444.9,431.1,438.5,439.2,266209,1168.85
788,21/08/2013,437.25,454.95,432,435,436.65,235072,1044.32
789,20/08/2013,454.5,454.5,432.1,433,433.8,350278,1539.67
790,19/08/2013,471,471,448.1,450,449.35,184019,838.61
791,16/08/2013,489,498.8,461,465.5,465.3,189837,892.48
792,14/08/2013,474.9,499.3,473.05,490.8,492.75,272239,1341.55
793,13/08/2013,479.2,499,468.2,474,475.1,603994,2924.16
794,12/08/2013,460,487,450.1,481.55,479.15,192457,903.85
795,8/08/2013,448.05,459.7,442,456,454.25,183099,823.15
796,7/08/2013,442,459.9,439.65,451,450.5,340754,1541.87
797,6/08/2013,468.1,472.3,431,440.05,436.75,758577,3364.44
798,5/08/2013,489.9,498,468.45,473,472.3,225396,1072.48
799,2/08/2013,495,498,475.5,487.05,485.4,308561,1496.58
800,1/08/2013,517,530,491.65,499,498.3,308957,1577.24
801,31/07/2013,502.15,525.4,471.75,521,517.2,551222,2767.41
802,30/07/2013,530,535,502,512,506.95,215364,1125.14
803,29/07/2013,533.85,537.8,529,533,532.95,359054,1914.19
804,26/07/2013,536.5,544.45,530,530.55,533.3,254748,1374.15
805,25/07/2013,534.25,541.65,532.85,535,536.95,640972,3444.05
806,24/07/2013,532,536.9,527.7,534.5,534.25,100356,533.31
807,23/07/2013,534,537.45,526.55,532.1,532.05,264859,1407.88
808,22/07/2013,546,554.9,525.65,530.25,530.65,201645,1080.61
809,19/07/2013,555,559.85,543,553.6,551.55,384445,2114.38
810,18/07/2013,553.95,565.9,553.9,557.8,557.5,313261,1751.68
811,17/07/2013,550.05,564.9,550.05,553.5,554.3,911950,5068.87
812,16/07/2013,540,554,538.15,553,550.75,424926,2325.18
813,15/07/2013,541,551,537.55,548.9,548.1,223106,1215.97
814,12/07/2013,531,542,527,539,536.05,774829,4145.13
815,11/07/2013,538.1,544.5,520.1,532,526.7,1064801,5700.71
816,10/07/2013,533.1,545,532.5,534,534.25,408068,2203.47
817,9/07/2013,564.75,564.75,532.35,538,537.3,340174,1849.32
818,8/07/2013,567.85,567.85,552.1,552.1,555.8,151911,848.37
819,5/07/2013,568.25,574.75,560.25,570,568.9,124076,703.96
820,4/07/2013,562.9,571.75,560,567.1,567.9,689266,3909.67
821,3/07/2013,562.1,580.9,552,554.3,557.2,293327,1662.27
822,2/07/2013,581.95,585,565,567.95,566.45,226327,1304.28
